ชื่อมงคล,ความหมาย
อิ่มใจ,ผู้สมบูรณ์พูนสุขและผู้มีจิตใจงดงาม
อิ่มอารมณ์,ผู้สมบูรณ์พูนสุข
อิริณา,ผู้มีความอ่อนละมุนและความอ่อนโยนสง่างาม
อิริน,ผู้สง่างามอ่อนโยน
อิรินญา,ผู้สง่างามอ่อนโยน
อิรินญาลักษณ์,"อิริน (ความสงบงาม, ความบริสุทธิ์) + ญา (ความรู้, ปัญญา) + ลักษณ์ (ลักษณะ, คุณสมบัติ) = ผู้มีลักษณะแห่งความสงบงาม ความบริสุทธิ์ และปัญญา"
อิรินญาวรัญญา,ผู้สง่างามอ่อนโยน
อิรินทร์,ผู้เป็นใหญ่และสง่างาม ผู้สง่างามอ่อนโยน และผู้เป็นใหญ่
อิรินทิรา,ผู้สง่างามอ่อนโยน
อิรินนภัส,ผู้สง่างามอ่อนโยนและผู้สว่างดั่งฟ้า
อิรินภัทรา,"อิริน (ส่วนประกอบในชื่อสมัยใหม่ ไม่มีรากศัพท์บาลี-สันสกฤตโดยตรง มักให้ความหมายถึงความมั่นคง หรือความยิ่งใหญ่) + ภัทรา (บาลี-สันสกฤต: ภทฺรา หมายถึง ความดีงาม, ความเจริญ, ความเป็นมงคล) = ผู้มีความดีงามเจริญรุ่งเรืองและมั่นคงดุจแผ่นดิน (หรือผู้ทรงความยิ่งใหญ่และเป็นมงคล)"
