ชื่อ,คำอ่าน,ความหมาย
หาญนภัส,หาน-นะ-พัด,ผู้มีความกล้าหาญและความกว้างไกล
หาญนันท์,หาน-นัน,ผู้มีความกล้าหาญและความยินดี
หาญภัทร,หาน-พัด,ผู้มีความกล้าหาญและความดีงาม
หาญรบ,หาน-รบ,ผู้กล้าหาญ
หาญรส,หาน-รด,ผู้มีความกล้าหาญ
หาญรักษ์,หาน-รัก,ผู้กล้าหาญและผู้ปกป้องรักษา
หาญริน,หาน-ริน,ผู้มีความกล้าหาญ
หาญรินทร์,หาน-ริน,ผู้มีความกล้าหาญและความเป็นผู้นำ
หาญลักษณ์,หาน-ลัก,ผู้มีความกล้าหาญและความงดงาม
หาญวร,หาน-ยะ-วอน,ผู้มีความกล้าหาญและความประเสริฐ
หาญวรรณ,หาน-วัน,ผู้มีความกล้าหาญและความงดงาม
หาญวรินทร์,หาน-วะ-ริน,ผู้มีความกล้าหาญและความประเสริฐ
หาญวริศ,หาน-วะ-ริด,ผู้มีความกล้าหาญและความประเสริฐ
หาญวิชญ์,หาน-วิด,ผู้มีความกล้าหาญและความรู้
หาญวิน,หาน-วิน,ผู้มีความกล้าหาญและความก้าวหน้า
หาญศรี,หาน-สี,ผู้มีความกล้าหาญและสิริมงคล
หาญศิลป์,หาน-สิน,ผู้มีความกล้าหาญ
หาญสิริ,หาน-สิ-หริ,ผู้มีความกล้าหาญและสิริมงคล
หาญอร,หาน-ออน,ผู้มีความกล้าหาญและความงดงาม
หาญอรุณ,หาน-อะ-รุน,ผู้มีความกล้าหาญ
หาญอัคร,หาน-อัก-คะ-ระ,ผู้มีความกล้าหาญ
หาญอารี,หาน-อา-รี,ผู้มีความกล้าหาญและความเมตตา
หาญอินทร์,หาน-อิน,ผู้มีความกล้าหาญและความเป็นผู้นำ
หาญอิศร์,หาน-อิด,ผู้มีความกล้าหาญและความเป็นผู้นำ
หานนท์,หา-นน,ผู้มีความกล้าหาญและความสุขยินดี
หารหม่อง,หาน-หม่อง,ผู้เปี่ยมด้วยความกล้าหาญ
หิน,หิน,ชื่อประดิษฐ์ สื่อถึงความดีงามและความเจริญ
หิมจิรา,หิม-จิ-รา,ผู้มีความสงบและความยั่งยืน
หิมณัฐ,หิม-นัด,ผู้มีความสงบและปัญญา
หิมธร,หิม-ทอน,ผู้มีความสงบ
หิมธรรม,หิม-ทำ,ผู้มีความสงบและความดีงาม
หิมธีร์,หิม-ที,ผู้มีความสงบและปัญญา
หิมนภ,หิม-นะ-พะ,ผู้มีความสงบและความกว้างไกล
หิมนภัส,หิม-นะ-พัด,ผู้มีความสงบและความกว้างไกล
